Random,Name,Date,Location,Total Hours,Billable Hours,Clients Assigned,Clients Seen 
1,Bobbie Cannella  ,3/14/2020,Location B,5.00,5,1,1
90,Archie Mobley  ,3/15/2020,Location C,3.00,3,4,2
26,Rueben Maxfield  ,2/26/2020,Location A,4.00,4,3,1
58,Frederica Tope  ,2/21/2020,Location D,3.00,3,4,2
74,Dorine Varnell  ,3/16/2020,Location D,0.00,0,4,2
19,Bobbie Cannella  ,3/14/2020,Location B,5.00,5,4,1
33,Carolina Golla  ,2/19/2020,Location B,7.00,0,3,2
86,Bobbie Cannella  ,2/23/2020,Location B,8.00,1,1,1
12,Mariano Defibaugh  ,4/2/2020,Location A,4.00,4,3,1
73,Archie Mobley  ,3/15/2020,Location C,6.00,6,5,1
37,Bobbie Cannella  ,1/4/2020,Location D,2.00,1,5,4
85,Carolina Golla  ,2/29/2020,Location D,8.00,8,3,3
72,Rueben Maxfield  ,1/17/2020,Location A,2.00,1,5,2
25,Dorine Varnell  ,3/16/2020,Location D,6.00,1,5,1
29,Archie Mobley  ,2/4/2020,Location C,4.00,4,1,1
53,Khalilah Gratz  ,2/8/2020,Location C,5.00,2,1,1
73,Dorine Varnell  ,1/16/2020,Location D,2.00,2,3,3
70,Rueben Maxfield  ,3/27/2020,Location C,7.00,1,4,4
75,Carolina Golla  ,3/10/2020,Location B,0.00,0,3,2
79,Rueben Maxfield  ,1/17/2020,Location A,7.00,7,3,3
81,Dorine Varnell  ,3/16/2020,Location D,7.00,1,4,2
12,Alvina Brazee  ,1/28/2020,Location D,1.00,1,4,4
43,Frederica Tope  ,1/2/2020,Location B,7.00,4,1,1
28,Khalilah Gratz  ,3/29/2020,Location A,3.00,2,3,3
17,Dorine Varnell  ,2/5/2020,Location D,1.00,1,3,2
88,Dorine Varnell  ,3/26/2020,Location B,8.00,2,3,2
16,Khalilah Gratz  ,1/19/2020,Location C,4.00,4,5,4
17,Archie Mobley  ,1/5/2020,Location A,6.00,2,1,1
39,Frederica Tope  ,2/1/2020,Location D,7.00,6,3,1
40,Felica Pajak  ,1/31/2020,Location C,4.00,0,2,2
97,Dorine Varnell  ,1/6/2020,Location B,3.00,1,5,5
59,Carolina Golla  ,3/10/2020,Location B,2.00,2,5,2
37,Carolina Golla  ,1/30/2020,Location B,4.00,4,3,1
67,Felica Pajak  ,1/11/2020,Location C,1.00,1,3,3
43,Mariano Defibaugh  ,1/3/2020,Location C,5.00,0,3,2
32,Carolina Golla  ,3/30/2020,Location B,0.00,0,5,2
37,Rueben Maxfield  ,1/7/2020,Location C,1.00,0,5,2
70,Archie Mobley  ,2/4/2020,Location C,8.00,8,2,2
42,Felica Pajak  ,1/11/2020,Location C,7.00,6,2,1
19,Bobbie Cannella  ,3/4/2020,Location D,0.00,0,4,1
7,Felica Pajak  ,1/31/2020,Location C,7.00,4,4,2
20,Dorine Varnell  ,2/15/2020,Location B,3.00,3,1,1
63,Khalilah Gratz  ,2/8/2020,Location C,2.00,0,3,1
55,Frederica Tope  ,1/2/2020,Location B,3.00,3,3,2
54,Khalilah Gratz  ,3/19/2020,Location C,7.00,7,5,3
57,Felica Pajak  ,1/31/2020,Location C,8.00,7,2,1
39,Dorine Varnell  ,3/6/2020,Location B,6.00,0,2,2
15,Khalilah Gratz  ,2/8/2020,Location C,4.00,3,4,4
20,Khalilah Gratz  ,1/29/2020,Location A,6.00,0,2,2
87,Alvina Brazee  ,2/17/2020,Location D,5.00,4,5,2
8,Frederica Tope  ,2/1/2020,Location D,8.00,4,3,3
61,Alvina Brazee  ,3/8/2020,Location D,4.00,2,5,1
88,Carolina Golla  ,1/30/2020,Location B,7.00,1,5,4
94,Rueben Maxfield  ,2/26/2020,Location A,0.00,0,4,4
16,Mariano Defibaugh  ,2/12/2020,Location C,2.00,2,2,1
8,Archie Mobley  ,3/5/2020,Location A,3.00,1,5,2
70,Bobbie Cannella  ,4/3/2020,Location B,3.00,0,5,5
55,Frederica Tope  ,2/21/2020,Location D,8.00,7,5,2
27,Alvina Brazee  ,1/18/2020,Location B,2.00,1,5,1
94,Frederica Tope  ,3/12/2020,Location D,5.00,5,5,2
74,Carolina Golla  ,1/20/2020,Location D,7.00,5,2,1
20,Mariano Defibaugh  ,1/23/2020,Location C,8.00,4,2,2
4,Alvina Brazee  ,1/8/2020,Location D,6.00,0,5,2
53,Frederica Tope  ,2/1/2020,Location D,6.00,3,4,4
15,Khalilah Gratz  ,3/19/2020,Location C,5.00,2,4,2
75,Khalilah Gratz  ,2/28/2020,Location C,7.00,2,5,2
34,Frederica Tope  ,1/22/2020,Location B,8.00,7,3,3
94,Archie Mobley  ,1/5/2020,Location A,6.00,4,5,2
77,Felica Pajak  ,3/31/2020,Location C,3.00,0,4,4
100,Felica Pajak  ,1/1/2020,Location A,0.00,0,2,1
36,Archie Mobley  ,2/14/2020,Location A,3.00,2,4,1
76,Frederica Tope  ,3/12/2020,Location D,4.00,1,3,2
84,Bobbie Cannella  ,2/13/2020,Location D,7.00,5,4,3
90,Khalilah Gratz  ,3/9/2020,Location A,3.00,3,1,1
55,Mariano Defibaugh  ,2/12/2020,Location C,1.00,1,4,2
60,Mariano Defibaugh  ,2/12/2020,Location C,5.00,5,2,2
17,Rueben Maxfield  ,1/7/2020,Location C,8.00,0,5,3
15,Mariano Defibaugh  ,2/22/2020,Location A,3.00,0,3,2
76,Carolina Golla  ,2/19/2020,Location B,0.00,0,4,3
30,Carolina Golla  ,1/10/2020,Location B,7.00,5,2,2
26,Mariano Defibaugh  ,1/13/2020,Location A,1.00,0,5,2
38,Frederica Tope  ,2/11/2020,Location B,6.00,3,1,1
12,Carolina Golla  ,1/30/2020,Location B,4.00,3,1,1
9,Mariano Defibaugh  ,2/22/2020,Location A,3.00,2,1,1
39,Frederica Tope  ,1/2/2020,Location B,6.00,2,3,3
49,Alvina Brazee  ,3/8/2020,Location D,6.00,0,4,3
2,Felica Pajak  ,3/1/2020,Location A,1.00,0,4,2
31,Mariano Defibaugh  ,3/23/2020,Location C,2.00,1,4,4
5,Archie Mobley  ,2/14/2020,Location A,8.00,7,5,2
11,Frederica Tope  ,3/22/2020,Location B,7.00,1,1,1
21,Carolina Golla  ,3/30/2020,Location B,6.00,1,4,4
24,Dorine Varnell  ,1/26/2020,Location B,0.00,0,4,3
52,Frederica Tope  ,4/1/2020,Location D,0.00,0,2,1
51,Mariano Defibaugh  ,2/22/2020,Location A,8.00,5,1,1
64,Archie Mobley  ,1/5/2020,Location A,2.00,2,3,1
48,Mariano Defibaugh  ,1/13/2020,Location A,1.00,0,5,1
100,Mariano Defibaugh  ,1/3/2020,Location C,6.00,0,2,1
83,Rueben Maxfield  ,3/17/2020,Location A,7.00,7,2,1
91,Frederica Tope  ,2/11/2020,Location B,5.00,2,5,5
96,Frederica Tope  ,3/22/2020,Location B,4.00,2,3,3
99,Rueben Maxfield  ,3/17/2020,Location A,4.00,3,5,3
1,Khalilah Gratz  ,3/29/2020,Location A,7.00,2,1,1
94,Archie Mobley  ,3/5/2020,Location A,7.00,0,1,1
85,Alvina Brazee  ,1/18/2020,Location B,4.00,3,3,3
58,Mariano Defibaugh  ,1/23/2020,Location C,4.00,3,1,1
21,Felica Pajak  ,2/20/2020,Location C,5.00,4,4,3
70,Bobbie Cannella  ,2/3/2020,Location B,8.00,2,5,5
14,Frederica Tope  ,4/1/2020,Location D,0.00,0,4,2
20,Bobbie Cannella  ,1/24/2020,Location D,3.00,2,2,2
18,Frederica Tope  ,2/11/2020,Location B,6.00,4,2,2
25,Felica Pajak  ,1/1/2020,Location A,1.00,1,4,2
9,Khalilah Gratz  ,3/29/2020,Location A,3.00,1,2,2
99,Frederica Tope  ,2/11/2020,Location B,2.00,0,4,1
55,Felica Pajak  ,1/1/2020,Location A,6.00,1,1,1
51,Alvina Brazee  ,2/27/2020,Location B,0.00,0,4,4
40,Khalilah Gratz  ,1/29/2020,Location A,7.00,6,4,1
29,Felica Pajak  ,1/11/2020,Location C,0.00,0,5,3
77,Bobbie Cannella  ,1/4/2020,Location D,2.00,0,1,1
75,Bobbie Cannella  ,3/24/2020,Location D,1.00,0,1,1
87,Felica Pajak  ,3/21/2020,Location A,5.00,4,1,1
96,Bobbie Cannella  ,1/24/2020,Location D,6.00,1,1,1
78,Felica Pajak  ,1/21/2020,Location A,5.00,0,1,1
40,Mariano Defibaugh  ,2/12/2020,Location C,4.00,2,2,2
88,Frederica Tope  ,1/12/2020,Location D,4.00,3,5,1
25,Dorine Varnell  ,4/5/2020,Location D,3.00,2,3,3
49,Khalilah Gratz  ,3/29/2020,Location A,0.00,0,4,2
65,Mariano Defibaugh  ,1/13/2020,Location A,0.00,0,2,2
42,Alvina Brazee  ,3/28/2020,Location D,1.00,1,3,2
54,Carolina Golla  ,3/30/2020,Location B,3.00,0,1,1
82,Rueben Maxfield  ,2/26/2020,Location A,0.00,0,4,2
73,Khalilah Gratz  ,1/9/2020,Location A,1.00,1,3,3
95,Rueben Maxfield  ,2/6/2020,Location A,5.00,1,3,2
90,Alvina Brazee  ,1/8/2020,Location D,2.00,1,5,4
46,Felica Pajak  ,1/21/2020,Location A,7.00,5,2,1
9,Mariano Defibaugh  ,2/12/2020,Location C,1.00,0,2,2
51,Mariano Defibaugh  ,1/3/2020,Location C,8.00,4,1,1
72,Dorine Varnell  ,2/25/2020,Location D,6.00,5,1,1
75,Carolina Golla  ,1/20/2020,Location D,7.00,3,5,4
92,Archie Mobley  ,1/15/2020,Location C,0.00,0,3,3
27,Archie Mobley  ,4/4/2020,Location C,0.00,0,1,1
57,Mariano Defibaugh  ,4/2/2020,Location A,3.00,3,1,1
58,Bobbie Cannella  ,3/24/2020,Location D,1.00,0,5,5
79,Bobbie Cannella  ,2/3/2020,Location B,6.00,2,1,1
38,Alvina Brazee  ,3/18/2020,Location B,6.00,4,5,5
65,Felica Pajak  ,1/21/2020,Location A,4.00,1,3,1
12,Archie Mobley  ,3/5/2020,Location A,1.00,1,4,2
54,Alvina Brazee  ,1/28/2020,Location D,1.00,0,3,1
97,Bobbie Cannella  ,1/14/2020,Location B,6.00,2,5,5
42,Archie Mobley  ,2/24/2020,Location C,4.00,4,2,1
14,Khalilah Gratz  ,1/19/2020,Location C,4.00,4,5,4
30,Carolina Golla  ,3/30/2020,Location B,3.00,2,1,1
30,Carolina Golla  ,2/9/2020,Location D,2.00,1,1,1
73,Bobbie Cannella  ,3/4/2020,Location D,5.00,2,4,1
42,Rueben Maxfield  ,1/17/2020,Location A,2.00,0,1,1
16,Mariano Defibaugh  ,1/3/2020,Location C,5.00,3,5,3
68,Frederica Tope  ,4/1/2020,Location D,7.00,0,2,1
85,Mariano Defibaugh  ,3/23/2020,Location C,4.00,3,2,1
87,Bobbie Cannella  ,3/24/2020,Location D,3.00,2,5,4
62,Dorine Varnell  ,3/6/2020,Location B,1.00,1,1,1
80,Carolina Golla  ,1/30/2020,Location B,4.00,3,4,2
85,Carolina Golla  ,2/9/2020,Location D,7.00,4,5,4
73,Alvina Brazee  ,3/18/2020,Location B,8.00,4,3,1
15,Bobbie Cannella  ,2/13/2020,Location D,0.00,0,5,1
55,Rueben Maxfield  ,3/27/2020,Location C,4.00,3,5,2
36,Alvina Brazee  ,2/17/2020,Location D,1.00,0,1,1
48,Bobbie Cannella  ,2/3/2020,Location B,4.00,4,4,3
17,Carolina Golla  ,2/19/2020,Location B,8.00,2,3,1
91,Carolina Golla  ,2/29/2020,Location D,8.00,2,5,4
63,Carolina Golla  ,3/30/2020,Location B,6.00,1,3,3
80,Carolina Golla  ,3/20/2020,Location D,4.00,0,4,3
56,Alvina Brazee  ,3/28/2020,Location D,1.00,1,4,4
72,Felica Pajak  ,1/1/2020,Location A,0.00,0,4,3
76,Rueben Maxfield  ,1/7/2020,Location C,0.00,0,1,1
21,Rueben Maxfield  ,2/26/2020,Location A,6.00,5,2,1
65,Mariano Defibaugh  ,2/22/2020,Location A,1.00,0,1,1
74,Khalilah Gratz  ,1/19/2020,Location C,2.00,0,3,2
37,Felica Pajak  ,1/1/2020,Location A,8.00,4,4,4
15,Rueben Maxfield  ,2/16/2020,Location C,7.00,4,4,3
53,Khalilah Gratz  ,2/8/2020,Location C,5.00,4,1,1
79,Felica Pajak  ,3/11/2020,Location C,5.00,4,2,2
72,Dorine Varnell  ,2/25/2020,Location D,6.00,1,4,4
98,Khalilah Gratz  ,3/29/2020,Location A,5.00,0,2,2
27,Alvina Brazee  ,2/27/2020,Location B,8.00,4,3,2
32,Khalilah Gratz  ,3/9/2020,Location A,8.00,3,2,2
98,Frederica Tope  ,3/12/2020,Location D,7.00,2,2,1
13,Carolina Golla  ,3/20/2020,Location D,1.00,0,2,1
3,Bobbie Cannella  ,2/3/2020,Location B,4.00,1,1,1
26,Felica Pajak  ,1/31/2020,Location C,5.00,3,2,2
93,Archie Mobley  ,1/15/2020,Location C,4.00,0,4,1
24,Felica Pajak  ,1/1/2020,Location A,0.00,0,2,1
20,Felica Pajak  ,1/21/2020,Location A,0.00,0,3,2
62,Carolina Golla  ,4/9/2020,Location D,0.00,0,1,1
31,Felica Pajak  ,3/31/2020,Location C,3.00,2,4,4
76,Frederica Tope  ,3/22/2020,Location B,7.00,7,2,2
85,Mariano Defibaugh  ,1/23/2020,Location C,5.00,5,2,1
92,Khalilah Gratz  ,2/8/2020,Location C,4.00,2,2,2
48,Bobbie Cannella  ,2/13/2020,Location D,3.00,3,5,2
51,Rueben Maxfield  ,1/7/2020,Location C,1.00,0,1,1
39,Dorine Varnell  ,1/16/2020,Location D,3.00,1,1,1
100,Rueben Maxfield  ,2/16/2020,Location C,2.00,2,3,2
45,Khalilah Gratz  ,1/19/2020,Location C,0.00,0,4,3
93,Alvina Brazee  ,4/7/2020,Location B,7.00,1,2,1
5,Frederica Tope  ,4/1/2020,Location D,4.00,1,3,1
75,Khalilah Gratz  ,3/9/2020,Location A,4.00,3,3,2
14,Bobbie Cannella  ,1/4/2020,Location D,4.00,0,3,3
30,Khalilah Gratz  ,3/9/2020,Location A,2.00,2,3,1
4,Felica Pajak  ,3/11/2020,Location C,3.00,3,1,1
63,Archie Mobley  ,4/4/2020,Location C,1.00,0,5,4
6,Frederica Tope  ,1/22/2020,Location B,1.00,1,1,1
31,Carolina Golla  ,1/20/2020,Location D,2.00,0,1,1
40,Felica Pajak  ,3/11/2020,Location C,0.00,0,4,4
81,Dorine Varnell  ,1/6/2020,Location B,2.00,0,1,1
65,Felica Pajak  ,1/31/2020,Location C,3.00,0,5,5
81,Mariano Defibaugh  ,3/3/2020,Location C,5.00,0,5,3
44,Rueben Maxfield  ,2/6/2020,Location A,3.00,3,2,2
58,Rueben Maxfield  ,1/7/2020,Location C,2.00,1,2,1
67,Khalilah Gratz  ,1/29/2020,Location A,4.00,3,1,1
98,Archie Mobley  ,3/25/2020,Location A,4.00,1,3,2
47,Carolina Golla  ,3/30/2020,Location B,3.00,0,1,1
6,Alvina Brazee  ,1/8/2020,Location D,3.00,2,4,3
30,Felica Pajak  ,3/31/2020,Location C,5.00,4,1,1
62,Carolina Golla  ,2/29/2020,Location D,8.00,4,5,5
82,Felica Pajak  ,3/21/2020,Location A,1.00,1,3,1
71,Alvina Brazee  ,2/27/2020,Location B,6.00,6,5,2
66,Khalilah Gratz  ,3/19/2020,Location C,8.00,8,5,4
65,Carolina Golla  ,3/20/2020,Location D,4.00,4,4,3
43,Bobbie Cannella  ,3/24/2020,Location D,6.00,2,5,1
28,Rueben Maxfield  ,1/7/2020,Location C,0.00,0,5,5
28,Alvina Brazee  ,1/8/2020,Location D,7.00,3,5,5
40,Mariano Defibaugh  ,1/23/2020,Location C,3.00,1,4,2
55,Khalilah Gratz  ,1/9/2020,Location A,2.00,2,4,2
41,Rueben Maxfield  ,3/7/2020,Location C,4.00,4,1,1
24,Felica Pajak  ,3/31/2020,Location C,8.00,5,4,4
96,Bobbie Cannella  ,1/14/2020,Location B,3.00,1,5,2
58,Archie Mobley  ,3/5/2020,Location A,4.00,2,1,1
37,Felica Pajak  ,3/21/2020,Location A,2.00,1,3,1
65,Mariano Defibaugh  ,1/3/2020,Location C,7.00,4,5,3
11,Felica Pajak  ,1/21/2020,Location A,7.00,2,5,1
83,Alvina Brazee  ,2/17/2020,Location D,3.00,1,2,1
90,Mariano Defibaugh  ,2/22/2020,Location A,7.00,0,4,1
59,Mariano Defibaugh  ,3/23/2020,Location C,6.00,6,1,1
30,Archie Mobley  ,2/4/2020,Location C,8.00,5,4,2
44,Bobbie Cannella  ,1/4/2020,Location D,1.00,1,5,5
76,Felica Pajak  ,1/1/2020,Location A,4.00,4,1,1
97,Khalilah Gratz  ,3/29/2020,Location A,1.00,0,5,2
42,Bobbie Cannella  ,1/24/2020,Location D,4.00,4,1,1
63,Bobbie Cannella  ,2/13/2020,Location D,3.00,0,2,1
70,Dorine Varnell  ,2/25/2020,Location D,2.00,2,4,1
29,Mariano Defibaugh  ,1/13/2020,Location A,4.00,4,5,2
5,Frederica Tope  ,4/1/2020,Location D,8.00,7,2,1
71,Khalilah Gratz  ,3/29/2020,Location A,1.00,1,1,1
73,Alvina Brazee  ,2/17/2020,Location D,6.00,6,3,3
75,Archie Mobley  ,4/4/2020,Location C,7.00,0,2,1
28,Bobbie Cannella  ,1/14/2020,Location B,4.00,3,4,1
58,Mariano Defibaugh  ,2/22/2020,Location A,4.00,3,5,4
34,Bobbie Cannella  ,1/4/2020,Location D,7.00,3,1,1
30,Mariano Defibaugh  ,1/13/2020,Location A,1.00,0,3,3
25,Frederica Tope  ,3/12/2020,Location D,6.00,0,4,1
40,Khalilah Gratz  ,2/28/2020,Location C,6.00,5,5,5
82,Archie Mobley  ,2/24/2020,Location C,7.00,4,5,1
46,Archie Mobley  ,1/25/2020,Location A,8.00,0,3,3
81,Carolina Golla  ,2/9/2020,Location D,1.00,0,5,4
5,Khalilah Gratz  ,2/18/2020,Location A,4.00,2,4,3
56,Archie Mobley  ,1/15/2020,Location C,5.00,3,3,3
30,Khalilah Gratz  ,2/18/2020,Location A,4.00,0,4,4
7,Khalilah Gratz  ,3/9/2020,Location A,8.00,5,5,3
18,Felica Pajak  ,1/31/2020,Location C,5.00,5,1,1
69,Rueben Maxfield  ,4/6/2020,Location A,6.00,6,3,1
69,Mariano Defibaugh  ,3/13/2020,Location A,8.00,8,3,2
91,Mariano Defibaugh  ,4/2/2020,Location A,3.00,0,2,2
65,Alvina Brazee  ,2/27/2020,Location B,7.00,6,4,1
48,Frederica Tope  ,3/2/2020,Location B,6.00,1,5,2
26,Frederica Tope  ,2/1/2020,Location D,5.00,2,1,1
59,Carolina Golla  ,2/29/2020,Location D,7.00,5,5,2
44,Felica Pajak  ,3/1/2020,Location A,4.00,2,1,1
5,Dorine Varnell  ,3/6/2020,Location B,5.00,4,2,1
63,Alvina Brazee  ,2/17/2020,Location D,0.00,0,1,1
47,Archie Mobley  ,3/25/2020,Location A,3.00,3,2,1
85,Archie Mobley  ,3/25/2020,Location A,1.00,0,5,2
52,Bobbie Cannella  ,2/13/2020,Location D,7.00,3,3,2
38,Dorine Varnell  ,2/15/2020,Location B,3.00,3,2,2
72,Mariano Defibaugh  ,4/2/2020,Location A,7.00,1,1,1
87,Bobbie Cannella  ,1/14/2020,Location B,8.00,5,2,2
55,Khalilah Gratz  ,3/29/2020,Location A,8.00,7,4,3
7,Mariano Defibaugh  ,3/13/2020,Location A,0.00,0,1,1
79,Khalilah Gratz  ,2/18/2020,Location A,4.00,2,1,1
44,Archie Mobley  ,1/25/2020,Location A,4.00,3,1,1
6,Frederica Tope  ,2/11/2020,Location B,0.00,0,4,4
82,Felica Pajak  ,3/21/2020,Location A,2.00,0,5,3
39,Khalilah Gratz  ,1/9/2020,Location A,8.00,1,4,4
41,Carolina Golla  ,1/30/2020,Location B,8.00,8,1,1
77,Carolina Golla  ,2/29/2020,Location D,4.00,2,2,2
55,Mariano Defibaugh  ,3/23/2020,Location C,6.00,3,3,1
80,Archie Mobley  ,1/5/2020,Location A,4.00,0,3,1
8,Frederica Tope  ,2/11/2020,Location B,3.00,1,2,1
7,Bobbie Cannella  ,2/13/2020,Location D,7.00,3,4,4
85,Rueben Maxfield  ,3/27/2020,Location C,2.00,2,1,1
24,Carolina Golla  ,3/10/2020,Location B,7.00,0,2,1
95,Frederica Tope  ,1/12/2020,Location D,2.00,2,1,1
66,Archie Mobley  ,1/25/2020,Location A,4.00,0,4,3
26,Rueben Maxfield  ,1/17/2020,Location A,0.00,0,5,5
16,Alvina Brazee  ,2/27/2020,Location B,6.00,2,3,3
15,Rueben Maxfield  ,3/17/2020,Location A,3.00,1,1,1
30,Felica Pajak  ,3/21/2020,Location A,0.00,0,2,2
43,Carolina Golla  ,3/20/2020,Location D,6.00,2,4,4
40,Archie Mobley  ,2/14/2020,Location A,2.00,0,1,1
99,Alvina Brazee  ,3/18/2020,Location B,3.00,3,2,2
9,Felica Pajak  ,1/21/2020,Location A,2.00,2,4,1
3,Frederica Tope  ,3/22/2020,Location B,0.00,0,4,3
17,Alvina Brazee  ,1/8/2020,Location D,0.00,0,3,1
61,Archie Mobley  ,1/5/2020,Location A,6.00,1,5,4
62,Carolina Golla  ,4/9/2020,Location D,0.00,0,2,1
28,Rueben Maxfield  ,3/7/2020,Location C,7.00,0,3,2
22,Alvina Brazee  ,3/18/2020,Location B,0.00,0,4,1
37,Alvina Brazee  ,2/7/2020,Location B,0.00,0,3,1
36,Alvina Brazee  ,2/27/2020,Location B,8.00,7,1,1
34,Khalilah Gratz  ,2/8/2020,Location C,7.00,6,2,1
33,Dorine Varnell  ,1/6/2020,Location B,0.00,0,5,4
63,Rueben Maxfield  ,3/7/2020,Location C,6.00,5,4,1
76,Mariano Defibaugh  ,3/3/2020,Location C,7.00,2,5,1
83,Frederica Tope  ,3/22/2020,Location B,7.00,2,4,2
98,Mariano Defibaugh  ,3/3/2020,Location C,6.00,4,3,3
64,Felica Pajak  ,1/11/2020,Location C,5.00,4,2,1
81,Rueben Maxfield  ,1/7/2020,Location C,0.00,0,4,2
18,Archie Mobley  ,2/4/2020,Location C,1.00,1,2,1
76,Felica Pajak  ,3/21/2020,Location A,6.00,2,1,1
12,Khalilah Gratz  ,2/8/2020,Location C,5.00,4,3,2
43,Felica Pajak  ,3/1/2020,Location A,0.00,0,3,1
85,Frederica Tope  ,2/11/2020,Location B,6.00,2,4,3
88,Carolina Golla  ,3/10/2020,Location B,8.00,1,2,1
54,Carolina Golla  ,3/10/2020,Location B,6.00,3,5,5
97,Alvina Brazee  ,1/18/2020,Location B,3.00,2,1,1
38,Khalilah Gratz  ,3/29/2020,Location A,7.00,6,1,1
93,Bobbie Cannella  ,1/14/2020,Location B,2.00,1,2,2
54,Frederica Tope  ,1/2/2020,Location B,0.00,0,2,1
53,Bobbie Cannella  ,3/4/2020,Location D,1.00,0,3,3
50,Carolina Golla  ,2/19/2020,Location B,3.00,1,5,4
90,Carolina Golla  ,1/10/2020,Location B,1.00,0,1,1
4,Rueben Maxfield  ,4/6/2020,Location A,4.00,0,3,1
71,Bobbie Cannella  ,4/3/2020,Location B,1.00,0,2,1
46,Bobbie Cannella  ,4/3/2020,Location B,1.00,0,4,2
35,Dorine Varnell  ,2/15/2020,Location B,3.00,0,4,1
53,Rueben Maxfield  ,2/26/2020,Location A,8.00,3,5,1
9,Mariano Defibaugh  ,3/3/2020,Location C,2.00,1,5,5
12,Mariano Defibaugh  ,2/2/2020,Location A,3.00,0,3,2
38,Khalilah Gratz  ,2/8/2020,Location C,8.00,8,1,1
58,Archie Mobley  ,3/15/2020,Location C,6.00,2,1,1
48,Khalilah Gratz  ,3/29/2020,Location A,4.00,4,4,4
42,Khalilah Gratz  ,4/8/2020,Location C,0.00,0,2,2
29,Mariano Defibaugh  ,2/2/2020,Location A,5.00,4,3,1
29,Bobbie Cannella  ,3/4/2020,Location D,0.00,0,2,2
1,Archie Mobley  ,3/5/2020,Location A,5.00,3,5,2
4,Khalilah Gratz  ,3/19/2020,Location C,6.00,1,5,5
32,Mariano Defibaugh  ,2/2/2020,Location A,1.00,1,1,1
50,Felica Pajak  ,2/20/2020,Location C,7.00,1,1,1
63,Bobbie Cannella  ,1/4/2020,Location D,6.00,1,2,1
74,Felica Pajak  ,3/21/2020,Location A,2.00,0,2,2
49,Frederica Tope  ,1/2/2020,Location B,3.00,0,4,1
65,Alvina Brazee  ,1/18/2020,Location B,2.00,1,4,2
84,Rueben Maxfield  ,2/16/2020,Location C,3.00,1,5,1
14,Alvina Brazee  ,4/7/2020,Location B,8.00,2,3,3
74,Rueben Maxfield  ,3/17/2020,Location A,5.00,5,2,2
96,Bobbie Cannella  ,3/4/2020,Location D,6.00,5,4,2
21,Khalilah Gratz  ,4/8/2020,Location C,2.00,1,4,1
71,Mariano Defibaugh  ,2/2/2020,Location A,2.00,2,5,1
58,Felica Pajak  ,2/20/2020,Location C,1.00,1,4,2
37,Frederica Tope  ,4/1/2020,Location D,6.00,4,2,1
4,Dorine Varnell  ,3/26/2020,Location B,5.00,1,2,2
2,Felica Pajak  ,2/10/2020,Location A,1.00,1,3,1
68,Bobbie Cannella  ,3/4/2020,Location D,0.00,0,1,1
73,Archie Mobley  ,3/25/2020,Location A,4.00,3,1,1
93,Alvina Brazee  ,2/27/2020,Location B,4.00,4,3,3
84,Rueben Maxfield  ,1/7/2020,Location C,1.00,1,4,4
63,Khalilah Gratz  ,1/9/2020,Location A,7.00,7,4,2
20,Khalilah Gratz  ,4/8/2020,Location C,5.00,3,4,1
53,Alvina Brazee  ,1/18/2020,Location B,7.00,5,1,1
4,Bobbie Cannella  ,2/13/2020,Location D,8.00,5,2,1
68,Dorine Varnell  ,3/26/2020,Location B,7.00,5,2,1
65,Felica Pajak  ,2/20/2020,Location C,0.00,0,5,2
12,Dorine Varnell  ,2/25/2020,Location D,4.00,0,5,2
75,Carolina Golla  ,4/9/2020,Location D,1.00,0,4,2
1,Alvina Brazee  ,2/27/2020,Location B,1.00,0,1,1
42,Mariano Defibaugh  ,3/3/2020,Location C,1.00,0,2,1
63,Alvina Brazee  ,3/28/2020,Location D,7.00,2,2,1
52,Alvina Brazee  ,3/18/2020,Location B,8.00,3,3,3
73,Felica Pajak  ,3/11/2020,Location C,8.00,4,4,2
63,Frederica Tope  ,3/12/2020,Location D,6.00,0,2,2
81,Mariano Defibaugh  ,1/23/2020,Location C,3.00,2,1,1
15,Bobbie Cannella  ,3/14/2020,Location B,4.00,2,3,1
58,Archie Mobley  ,2/24/2020,Location C,2.00,1,5,4
13,Alvina Brazee  ,4/7/2020,Location B,0.00,0,4,3
39,Frederica Tope  ,1/2/2020,Location B,7.00,2,3,3
81,Rueben Maxfield  ,1/27/2020,Location C,5.00,2,1,1
10,Carolina Golla  ,3/30/2020,Location B,2.00,0,3,3
56,Khalilah Gratz  ,2/8/2020,Location C,3.00,1,1,1
29,Dorine Varnell  ,1/6/2020,Location B,8.00,7,1,1
50,Rueben Maxfield  ,2/16/2020,Location C,6.00,1,2,2
74,Mariano Defibaugh  ,2/2/2020,Location A,8.00,8,4,4
63,Khalilah Gratz  ,1/29/2020,Location A,0.00,0,2,1
6,Mariano Defibaugh  ,4/2/2020,Location A,2.00,2,1,1
21,Alvina Brazee  ,1/18/2020,Location B,2.00,2,2,1
49,Felica Pajak  ,2/10/2020,Location A,8.00,5,2,2
47,Khalilah Gratz  ,3/19/2020,Location C,0.00,0,2,2
93,Rueben Maxfield  ,3/17/2020,Location A,1.00,1,4,1
64,Alvina Brazee  ,3/28/2020,Location D,2.00,1,4,3
98,Frederica Tope  ,3/2/2020,Location B,0.00,0,1,1
29,Dorine Varnell  ,1/16/2020,Location D,1.00,1,3,1
36,Rueben Maxfield  ,2/16/2020,Location C,7.00,5,2,1
